,line,__fileposition__
26994,"182,6539,2.5,1063274328",650177
26995,"182,6541,2.0,1064039398",650202
26996,"182,6551,4.0,1063274282",650227
26997,"182,6552,4.5,1063904001",650252
26998,"182,6564,0.5,1063646207",650277
26999,"182,6571,4.0,1077069363",650302
27000,"182,6572,4.0,1063274253",650327
27001,"182,6588,4.0,1063274248",650352
27002,"182,6620,4.0,1116756249",650377
27003,"182,6624,0.5,1063274210",650402
27004,"182,6645,4.5,1063274161",650427
27005,"182,6679,4.0,1063274141",650452
27006,"182,6688,3.5,1077069614",650477
27007,"182,6711,4.5,1075764455",650502
27008,"182,6754,2.5,1076826061",650527
27009,"182,6774,4.5,1065660059",650552
27010,"182,6796,3.0,1077636988",650577
27011,"182,6808,3.0,1066639364",650602
27012,"182,6857,1.5,1066667016",650627
27013,"182,6863,4.0,1127221127",650652
27014,"182,6870,3.5,1120879441",650677
27015,"182,6873,3.0,1073397318",650702
27016,"182,6874,4.0,1067829786",650727
27017,"182,6879,3.0,1078244810",650752
27018,"182,6881,4.0,1076826096",650777
27019,"182,6890,4.5,1077069107",650802
27020,"182,6893,3.0,1076825922",650827
27021,"182,6902,4.0,1075801156",650852
27022,"182,6932,3.5,1077140641",650877
27023,"182,6934,0.5,1073397313",650902
27024,"182,6947,3.5,1075739258",650927
27025,"182,6953,3.5,1077582812",650952
27026,"182,6969,4.5,1075801013",650977
27027,"182,6971,4.0,1075802456",651002
27028,"182,6978,3.5,1075801048",651027
27029,"182,6979,3.5,1075802511",651052
27030,"182,7022,4.5,1075742316",651077
27031,"182,7038,4.0,1075801179",651102
27032,"182,7048,4.0,1126562496",651127
27033,"182,7076,4.0,1075800952",651152
27034,"182,7090,4.5,1075742337",651177
27035,"182,7123,4.5,1075801031",651202
27036,"182,7147,4.0,1085148199",651227
27037,"182,7153,1.0,1073397287",651252
27038,"182,7254,4.0,1127221144",651277
27039,"182,7264,4.0,1090326653",651302
27040,"182,7265,4.5,1077069226",651327
27041,"182,7299,4.0,1090326714",651352
27042,"182,7323,3.0,1078244831",651377
27043,"182,7352,4.0,1078244924",651402
27044,"182,7354,3.5,1078244890",651427
27045,"182,7361,4.5,1090326671",651452
27046,"182,7371,4.5,1085148102",651477
27047,"182,7438,4.5,1085148284",651502
27048,"182,7449,2.5,1090326632",651527
27049,"182,7698,3.5,1085148244",651552
27050,"182,7802,4.0,1085148211",651577
27051,"182,7934,4.0,1085148188",651602
27052,"182,8042,4.0,1085152197",651627
27053,"182,8360,3.0,1127221149",651652
27054,"182,8370,4.0,1091809444",651677
27055,"182,8581,4.5,1091809459",651702
27056,"182,8784,4.5,1120879427",651727
27057,"182,8949,4.5,1116756258",651752
27058,"182,8973,4.5,1120879632",651777
27059,"182,8984,3.0,1120879640",651802
27060,"182,30749,4.0,1161623947",651827
27061,"182,31410,3.5,1161623902",651853
27062,"182,32031,2.5,1116756402",651879
27063,"182,32587,4.5,1127208683",651905
27064,"182,33493,2.0,1120879669",651931
27065,"182,33794,3.5,1120879664",651957
27066,"182,34048,2.0,1120879654",651983
27067,"182,43396,3.5,1146534357",652009
27068,"182,44191,4.0,1146534346",652035
27069,"182,44199,3.0,1146534363",652061
27070,"182,44204,3.0,1146534367",652087
27071,"183,110,5.0,992331285",652113
27072,"183,377,5.0,992331540",652136
27073,"183,380,4.0,992331435",652159
27074,"183,457,5.0,992331540",652182
27075,"183,474,4.0,992331435",652205
27076,"183,480,4.0,992331396",652228
27077,"183,589,5.0,992331396",652251
27078,"183,592,3.0,992331596",652274
27079,"183,733,4.0,992331396",652297
27080,"183,858,3.0,992331344",652320
27081,"183,1036,4.0,992331344",652343
27082,"183,1196,4.0,992331144",652367
27083,"183,1200,5.0,992331285",652391
27084,"183,1201,4.0,992331435",652415
27085,"183,1210,4.0,992331285",652439
27086,"183,1214,4.0,992331285",652463
27087,"183,1220,4.0,992331667",652487
27088,"183,1222,4.0,992331344",652511
27089,"183,1233,4.0,992331344",652535
27090,"183,1242,4.0,992331344",652559
27091,"183,1287,5.0,992331493",652583
27092,"183,1304,4.0,992331493",652607
27093,"183,1370,5.0,992331702",652631
27094,"183,1387,5.0,992331493",652655
27095,"183,1408,4.0,992331493",652679
27096,"183,1527,2.0,992331630",652703
27097,"183,1580,4.0,992331667",652727
27098,"183,1582,3.0,992331144",652751
27099,"183,1610,5.0,992331344",652775
27100,"183,1970,3.0,992331144",652799
27101,"183,2028,5.0,992331285",652823
27102,"183,2058,4.0,992331702",652847
27103,"183,2194,5.0,992331396",652871
27104,"183,2288,2.0,992331493",652895
27105,"183,2457,3.0,992331493",652919
27106,"183,2529,4.0,992331540",652943
27107,"183,2534,4.0,992331596",652967
27108,"183,2662,3.0,992331667",652991
27109,"183,2872,3.0,992331540",653015
27110,"183,2924,3.0,992331144",653039
27111,"183,2947,4.0,992331435",653063
27112,"183,2949,3.0,992331667",653087
27113,"183,2951,3.0,992331540",653111
27114,"183,2993,4.0,992331667",653135
27115,"183,3062,4.0,992331540",653159
27116,"183,3107,5.0,992331571",653183
27117,"183,3247,4.0,992331144",653207
27118,"183,3256,3.0,992331702",653231
27119,"183,3418,3.0,992331571",653255
27120,"183,3527,4.0,992331630",653279
27121,"183,3573,2.0,992331145",653303
27122,"183,3654,4.0,992331396",653327
27123,"183,3703,3.0,992331396",653351
27124,"183,3726,3.0,992331396",653375
27125,"183,3755,4.0,992331596",653399
27126,"183,3793,2.0,992331435",653423
27127,"183,4085,4.0,992331540",653447
27128,"184,2579,4.0,1537094293",653471
27129,"184,3793,3.5,1537094351",653496
27130,"184,4226,5.0,1537094440",653521
27131,"184,4896,3.5,1537094519",653546
27132,"184,5388,3.5,1537094597",653571
27133,"184,5810,3.0,1537094706",653596
27134,"184,5816,2.5,1537094736",653621
27135,"184,5995,4.5,1537094723",653646
27136,"184,6283,4.0,1537094484",653671
27137,"184,8807,3.0,1537094784",653696
27138,"184,27156,4.5,1537094239",653721
27139,"184,33794,4.0,1537094797",653747
27140,"184,35836,2.5,1537094838",653773
27141,"184,39292,3.0,1537094858",653799
27142,"184,48780,5.0,1537094917",653825
27143,"184,57183,4.0,1537094966",653851
27144,"184,58559,5.0,1537095024",653877
27145,"184,59022,3.0,1537094979",653903
27146,"184,59315,4.0,1537094991",653929
27147,"184,60040,2.5,1537095010",653955
27148,"184,68959,2.0,1537094814",653981
27149,"184,70533,3.5,1537094949",654007
27150,"184,74754,5.0,1537094766",654033
27151,"184,77561,3.0,1537098627",654059
27152,"184,79132,4.5,1537098639",654085
27153,"184,80463,4.5,1537098659",654111
27154,"184,81845,4.5,1537098650",654137
27155,"184,84152,4.5,1537098736",654163
27156,"184,84187,3.0,1537095051",654189
27157,"184,86332,3.0,1537098747",654215
27158,"184,87483,2.0,1537098758",654241
27159,"184,88140,4.0,1537098776",654267
27160,"184,89745,4.5,1537098811",654293
27161,"184,91529,4.0,1537098836",654319
27162,"184,94677,4.0,1537098823",654345
27163,"184,97304,4.5,1537098862",654371
27164,"184,102123,3.5,1537098991",654397
27165,"184,102125,4.0,1537098914",654424
27166,"184,103042,3.0,1537099001",654451
27167,"184,103210,2.0,1537094815",654478
27168,"184,104303,2.0,1537099035",654505
27169,"184,105653,4.0,1537099119",654532
27170,"184,106072,2.5,1537099217",654559
27171,"184,106782,5.0,1537099242",654586
27172,"184,106873,2.5,1537098879",654613
27173,"184,106920,4.5,1537099198",654640
27174,"184,108932,5.0,1537099275",654667
27175,"184,109374,4.5,1537099288",654694
27176,"184,109487,5.0,1537099534",654721
27177,"184,109578,4.0,1537099270",654748
27178,"184,109848,1.5,1537099051",654775
27179,"184,110102,4.5,1537099419",654802
27180,"184,112290,4.5,1537099256",654829
27181,"184,112552,5.0,1537099249",654856
27182,"184,112852,4.5,1537099481",654883
27183,"184,114180,2.5,1537099520",654910
27184,"184,114662,3.0,1537099570",654937
27185,"184,114935,4.5,1537099494",654964
27186,"184,116797,4.0,1537099503",654991
27187,"184,117887,4.5,1537099581",655018
27188,"184,117895,1.0,1537107397",655045
27189,"184,119145,5.0,1537099589",655072
27190,"184,122892,3.5,1537099659",655099
27191,"184,122898,2.0,1537109736",655126
27192,"184,122900,4.0,1537099857",655153
27193,"184,122906,4.0,1537109979",655180
27194,"184,122912,5.0,1537110034",655207
27195,"184,122916,4.5,1537109712",655234
27196,"184,122918,4.5,1537109379",655261
27197,"184,122920,4.5,1537107779",655288
27198,"184,122922,4.5,1537108247",655315
27199,"184,122926,4.0,1537109469",655342
27200,"184,127152,4.0,1537099611",655369
27201,"184,127212,4.5,1537099621",655396
27202,"184,135536,2.5,1537107978",655423
27203,"184,136562,5.0,1537107367",655450
27204,"184,136864,2.0,1537107760",655477
27205,"184,142488,4.5,1537107284",655504
27206,"184,143355,2.5,1537109441",655531
27207,"184,148626,5.0,1537107674",655558
27208,"184,148978,4.0,1537098891",655585
27209,"184,157369,4.0,1537107596",655612
27210,"184,157699,3.5,1537108194",655639
27211,"184,158035,3.5,1537099012",655666
27212,"184,159817,5.0,1537094869",655693
27213,"184,161594,3.5,1537107946",655720
27214,"184,162968,4.0,1537107747",655747
27215,"184,162982,3.0,1537098924",655774
27216,"184,163134,3.5,1537107916",655801
27217,"184,163645,4.5,1537108184",655828
27218,"184,164179,5.0,1537108076",655855
27219,"184,164917,4.5,1537108221",655882
27220,"184,165635,1.0,1537108232",655909
27221,"184,165639,4.0,1537108004",655936
27222,"184,166291,5.0,1537108204",655963
27223,"184,168090,4.0,1537107995",655990
27224,"184,168218,4.5,1537108257",656017
27225,"184,168250,4.5,1537109117",656044
27226,"184,170813,2.0,1537109401",656071
27227,"184,170907,4.0,1537107881",656098
27228,"184,171011,5.0,1537094870",656125
27229,"184,171763,4.5,1537109198",656152
27230,"184,172705,5.0,1537107906",656179
27231,"184,173235,4.5,1537108267",656206
27232,"184,174055,4.0,1537109477",656233
27233,"184,174479,4.0,1537099601",656260
27234,"184,175475,0.5,1537109570",656287
27235,"184,175485,1.5,1537109637",656314
27236,"184,175585,3.5,1537109451",656341
27237,"184,176101,3.5,1537109645",656368
27238,"184,176371,4.5,1537109683",656395
27239,"184,177285,3.0,1537109182",656422
27240,"184,177939,4.5,1537109367",656449
27241,"184,178111,2.0,1537109624",656476
27242,"184,178827,5.0,1537109847",656503
27243,"184,179401,2.5,1537109900",656530
27244,"184,180297,4.5,1537109213",656557
27245,"184,180497,4.5,1537109959",656584
27246,"184,180985,3.0,1537109917",656611
27247,"184,180987,1.5,1537109864",656638
27248,"184,181413,4.5,1537109726",656665
27249,"184,183911,1.5,1537109393",656692
27250,"184,184641,0.5,1537094808",656719
27251,"184,189333,4.0,1537110051",656746
27252,"184,191005,4.5,1537109489",656773
27253,"184,193565,3.5,1537098554",656800
27254,"184,193567,3.0,1537099103",656827
27255,"184,193571,4.0,1537099392",656854
27256,"184,193573,4.0,1537099811",656881
27257,"184,193579,3.5,1537107259",656908
27258,"184,193581,4.0,1537109082",656935
27259,"184,193583,3.5,1537109545",656962
27260,"184,193585,3.5,1537109805",656989
27261,"184,193587,3.5,1537110021",657016
27262,"185,1,4.0,1044311830",657043
27263,"185,34,2.0,1044311830",657065
27264,"185,223,4.0,1044311144",657088
27265,"185,361,2.0,1044311071",657112
27266,"185,364,4.0,1044311830",657136
27267,"185,588,4.0,1044311830",657160
27268,"185,595,4.0,1044311830",657184
27269,"185,605,3.0,1044311093",657208
27270,"185,899,5.0,1044311949",657232
27271,"185,919,3.0,1044311830",657256
27272,"185,1288,3.0,1044311949",657280
27273,"185,1393,4.0,1044311995",657305
27274,"185,1658,5.0,1044337449",657330
27275,"185,1685,3.0,1044311995",657355
27276,"185,1721,3.0,1044311157",657380
27277,"185,1767,4.0,1044311071",657405
27278,"185,1907,3.0,1044311830",657430
27279,"185,2078,4.0,1044311830",657455
27280,"185,2081,4.0,1044311949",657480
27281,"185,2085,4.0,1044311830",657505
27282,"185,2355,3.0,1044311830",657530
27283,"185,2389,2.0,1044311144",657555
27284,"185,2396,4.0,1044311995",657580
27285,"185,2565,4.0,1044311949",657605
27286,"185,2692,4.0,1044311995",657630
27287,"185,2799,2.0,1044311157",657655
27288,"185,2863,3.0,1044311949",657680
27289,"185,3034,3.0,1044311830",657705
27290,"185,3114,3.0,1044311119",657730
27291,"185,3481,4.0,1044311619",657755
27292,"185,3554,3.0,1044311397",657780
27293,"185,3598,3.0,1044311426",657805
27294,"185,3753,3.0,1044311108",657830
27295,"185,3897,4.0,1044311358",657855
27296,"185,3949,5.0,1044311310",657880
27297,"185,4016,4.0,1044311744",657905
27298,"185,4034,5.0,1044311310",657930
27299,"185,4226,5.0,1044311318",657955
27300,"185,4228,2.0,1044311195",657980
27301,"185,4308,4.0,1044311949",658005
27302,"185,4878,4.0,1044311358",658030
27303,"185,4995,5.0,1044311310",658055
27304,"185,5146,1.0,1044311283",658080
27305,"185,5377,3.0,1044311310",658105
27306,"185,5418,4.0,1044311619",658130
27307,"185,5804,3.0,1044311830",658155
27308,"185,5952,4.0,1044311345",658180
27309,"186,1,4.0,1031080831",658205
27310,"186,2,4.0,1031087675",658227
27311,"186,10,4.0,1031088020",658249
27312,"186,185,4.0,1031080255",658272
27313,"186,196,4.0,1031080284",658296
27314,"186,260,4.0,1031079382",658320
27315,"186,316,4.0,1031080124",658344
27316,"186,317,5.0,1031087700",658368
27317,"186,329,4.0,1031080176",658392
27318,"186,364,4.0,1031079149",658416
27319,"186,377,4.0,1031072855",658440
27320,"186,379,4.0,1031080255",658464
27321,"186,380,4.0,1031088039",658488
27322,"186,442,4.0,1031080284",658512
27323,"186,480,4.0,1031079589",658536
27324,"186,500,4.0,1031073096",658560
27325,"186,512,4.0,1031080176",658584
27326,"186,541,4.0,1031073630",658608
27327,"186,588,5.0,1031080921",658632
27328,"186,589,5.0,1031079431",658656
27329,"186,592,4.0,1031087870",658680
27330,"186,593,5.0,1031073519",658704
27331,"186,594,4.0,1031079112",658728
27332,"186,595,5.0,1031079112",658752
27333,"186,648,4.0,1031088055",658776
27334,"186,733,4.0,1031087923",658800
27335,"186,748,4.0,1031080101",658824
27336,"186,750,4.0,1031073489",658848
27337,"186,780,4.0,1031080005",658872
27338,"186,788,4.0,1031080305",658896
27339,"186,898,4.0,1031073593",658920
27340,"186,899,4.0,1031073593",658944
27341,"186,902,5.0,1031072545",658968
27342,"186,905,5.0,1031073542",658992
27343,"186,908,4.0,1031072794",659016
27344,"186,914,4.0,1031079112",659040
27345,"186,915,4.0,1031080604",659064
27346,"186,916,5.0,1031073542",659088
27347,"186,919,5.0,1031079112",659112
27348,"186,924,5.0,1031079431",659136
27349,"186,950,4.0,1031073630",659160
27350,"186,952,4.0,1031087898",659184
27351,"186,953,5.0,1031073630",659208
27352,"186,968,5.0,1031079906",659232
27353,"186,969,5.0,1031080578",659256
27354,"186,1009,4.0,1031087641",659280
27355,"186,1019,4.0,1031079871",659305
27356,"186,1028,5.0,1031079149",659330
27357,"186,1031,4.0,1031087983",659355
27358,"186,1035,5.0,1031079112",659380
27359,"186,1073,5.0,1031087604",659405
27360,"186,1097,3.0,1031079382",659430
27361,"186,1127,4.0,1031079628",659455
27362,"186,1136,5.0,1031073654",659480
27363,"186,1148,4.0,1031080831",659505
27364,"186,1193,4.0,1031072107",659530
27365,"186,1196,5.0,1031079382",659555
27366,"186,1197,4.0,1031087825",659580
27367,"186,1198,5.0,1031072474",659605
27368,"186,1200,5.0,1031079431",659630
27369,"186,1204,4.0,1031072742",659655
27370,"186,1210,5.0,1031072228",659680
27371,"186,1214,4.0,1031073489",659705
27372,"186,1240,4.0,1031079382",659730
27373,"186,1253,5.0,1031073503",659755
27374,"186,1254,4.0,1031087537",659780
27375,"186,1259,4.0,1031087825",659805
27376,"186,1265,5.0,1031080604",659830
27377,"186,1269,4.0,1031073654",659855
27378,"186,1287,5.0,1031072742",659880
27379,"186,1291,4.0,1031087825",659905
27380,"186,1301,5.0,1031079382",659930
27381,"186,1307,3.0,1031080619",659955
27382,"186,1320,4.0,1031080323",659980
27383,"186,1334,5.0,1031080064",660005
27384,"186,1346,4.0,1031073355",660030
27385,"186,1356,4.0,1031079788",660055
27386,"186,1371,4.0,1031080201",660080
27387,"186,1372,5.0,1031080088",660105
27388,"186,1374,4.0,1031072855",660130
27389,"186,1375,4.0,1031080088",660155
27390,"186,1376,5.0,1031079628",660180
27391,"186,1391,4.0,1031080176",660205
27392,"186,1527,4.0,1031079906",660230
27393,"186,1544,4.0,1031080284",660255
27394,"186,1573,4.0,1031080088",660280
27395,"186,1580,4.0,1031079788",660305
27396,"186,1584,5.0,1031079788",660330
27397,"186,1653,4.0,1031079628",660355
27398,"186,1676,4.0,1031073244",660380
27399,"186,1702,4.0,1031087720",660405
27400,"186,1748,4.0,1031079628",660430
27401,"186,1876,4.0,1031072369",660455
27402,"186,1909,4.0,1031079871",660480
27403,"186,1921,4.0,1031079906",660505
27404,"186,1931,5.0,1031087825",660530
27405,"186,1947,4.0,1031079149",660555
27406,"186,2000,4.0,1031072474",660580
27407,"186,2003,3.0,1031073136",660605
27408,"186,2009,4.0,1031079906",660630
27409,"186,2013,4.0,1031087983",660655
27410,"186,2021,4.0,1031080064",660680
27411,"186,2034,2.0,1031073355",660705
27412,"186,2035,5.0,1031073228",660730
27413,"186,2048,3.0,1031072107",660755
27414,"186,2052,3.0,1031073228",660780
27415,"186,2054,4.0,1031080305",660805
27416,"186,2064,4.0,1031080694",660830
27417,"186,2077,3.0,1031078668",660855
27418,"186,2078,4.0,1031080921",660880
27419,"186,2082,4.0,1031072545",660905
27420,"186,2094,4.0,1031079871",660930
27421,"186,2100,4.0,1031087641",660955
27422,"186,2105,3.0,1031087700",660980
27423,"186,2115,4.0,1031087950",661005
27424,"186,2116,4.0,1031080005",661030
27425,"186,2135,4.0,1031087950",661055
27426,"186,2138,4.0,1031080921",661080
27427,"186,2140,4.0,1031087604",661105
27428,"186,2161,4.0,1031087675",661130
27429,"186,2174,3.0,1031087641",661155
27430,"186,2186,4.0,1031073542",661180
27431,"186,2193,4.0,1031087700",661205
27432,"186,2208,5.0,1031080578",661230
27433,"186,2266,4.0,1031072514",661255
27434,"186,2288,4.0,1031079589",661280
27435,"186,2311,4.0,1031080255",661305
27436,"186,2324,4.0,1031073692",661330
27437,"186,2346,4.0,1031080005",661355
27438,"186,2366,4.0,1031087854",661380
27439,"186,2369,4.0,1031081475",661405
27440,"186,2406,5.0,1031087898",661430
27441,"186,2454,4.0,1031079689",661455
27442,"186,2492,4.0,1031081360",661480
27443,"186,2527,4.0,1031079689",661505
27444,"186,2528,4.0,1031079926",661530
27445,"186,2529,5.0,1031079431",661555
27446,"186,2530,4.0,1031080221",661580
27447,"186,2532,4.0,1031080201",661605
27448,"186,2541,4.0,1031081454",661630
27449,"186,2571,3.0,1031079431",661655
27450,"186,2605,3.0,1031081495",661680
27451,"186,2617,5.0,1031088039",661705
27452,"186,2628,4.0,1031079926",661730
27453,"186,2640,5.0,1031079788",661755
27454,"186,2641,4.0,1031080221",661780
27455,"186,2662,4.0,1031079628",661805
27456,"186,2664,5.0,1031079431",661830
27457,"186,2683,3.0,1031081389",661855
27458,"186,2688,4.0,1031081566",661880
27459,"186,2699,3.0,1031080005",661905
27460,"186,2707,4.0,1031081389",661930
27461,"186,2710,3.0,1031081422",661955
27462,"186,2713,4.0,1031081602",661980
27463,"186,2716,3.0,1031081566",662005
27464,"186,2797,4.0,1031087604",662030
27465,"186,2819,4.0,1031073692",662055
27466,"186,2872,3.0,1031087604",662080
27467,"186,2916,4.0,1031079689",662105
27468,"186,2968,3.0,1031079689",662130
27469,"186,2985,4.0,1031079871",662155
27470,"186,2987,5.0,1031080896",662180
27471,"186,3068,4.0,1031072855",662205
27472,"186,3070,3.0,1031080176",662230
27473,"186,3114,4.0,1031073489",662255
27474,"186,3175,5.0,1031081566",662280
27475,"186,3203,4.0,1031081454",662305
27476,"186,3269,3.0,1031080284",662330
27477,"186,3360,4.0,1031078668",662355
27478,"186,3408,4.0,1031081495",662380
27479,"186,3409,4.0,1031081508",662405
27480,"186,3471,4.0,1031079382",662430
27481,"186,3479,4.0,1031087641",662455
27482,"186,3510,4.0,1031081566",662480
27483,"186,3516,4.0,1031081406",662505
27484,"186,3527,4.0,1031079628",662530
27485,"186,3534,4.0,1031081360",662555
27486,"186,3578,4.0,1031081566",662580
27487,"186,3638,4.0,1031080064",662605
27488,"186,3675,4.0,1031079276",662630
27489,"186,3697,4.0,1031080255",662655
27490,"186,3711,4.0,1031072998",662680
27491,"186,3740,3.0,1031073228",662705
27492,"186,3745,4.0,1031080124",662730
27493,"186,3751,4.0,1031080851",662755
27494,"186,3753,4.0,1031073061",662780
27495,"186,3755,3.0,1031088020",662805
27496,"186,3826,4.0,1031081582",662830
27497,"186,3927,4.0,1031079906",662855
27498,"186,3977,4.0,1031081436",662880
27499,"186,3984,4.0,1031087950",662905
27500,"186,3988,4.0,1031081582",662930
27501,"186,4027,4.0,1031087825",662955
27502,"186,4121,4.0,1031072959",662980
27503,"186,4232,5.0,1031087923",663005
27504,"186,4299,3.0,1031073136",663030
27505,"186,4306,5.0,1031080851",663055
27506,"186,4310,3.0,1031073177",663080
27507,"186,4321,5.0,1031087983",663105
27508,"186,4361,4.0,1031080604",663130
27509,"186,4366,3.0,1031087604",663155
27510,"186,4406,4.0,1031073607",663180
27511,"186,4545,4.0,1031080338",663205
27512,"186,4643,4.0,1031080201",663230
27513,"186,4713,4.0,1031080064",663255
27514,"186,4795,4.0,1031078820",663280
27515,"186,4813,5.0,1031079871",663305
27516,"186,4857,4.0,1031079112",663330
27517,"186,4896,4.0,1031072959",663355
27518,"186,4969,5.0,1031080785",663380
27519,"186,4993,5.0,1031081151",663405
27520,"186,4994,4.0,1031072998",663430
27521,"186,4995,3.0,1031072742",663455
27522,"186,5008,5.0,1031073408",663480
27523,"186,5039,4.0,1031087604",663505
27524,"186,5181,4.0,1031080005",663530
27525,"186,5214,4.0,1031073136",663555
27526,"186,5349,4.0,1031081207",663580
27527,"186,5357,4.0,1031072276",663605
27528,"186,5378,4.0,1031079788",663630
27529,"186,5434,4.0,1031072959",663655
27530,"186,5472,3.0,1031072794",663680
27531,"186,5493,4.0,1031073136",663705
27532,"186,5497,4.0,1031073228",663730
27533,"186,5499,3.0,1031073061",663755
27534,"186,5540,4.0,1031073061",663780
27535,"187,16,4.0,1161849621",663805
27536,"187,25,3.0,1161872627",663828
27537,"187,29,4.0,1161849623",663851
27538,"187,47,4.0,1161850486",663874
27539,"187,50,4.5,1161849680",663897
27540,"187,70,4.0,1161849108",663920
27541,"187,97,3.0,1180301412",663943
27542,"187,110,3.0,1161863869",663966
27543,"187,111,4.5,1161849811",663990
27544,"187,145,1.0,1161849123",664014
27545,"187,223,4.5,1161849704",664038
27546,"187,231,1.0,1161872599",664062
27547,"187,235,4.5,1161849733",664086
27548,"187,247,4.0,1161849767",664110
27549,"187,253,3.5,1161863909",664134
27550,"187,260,4.0,1161849967",664158
27551,"187,288,3.0,1180734881",664182
27552,"187,290,4.0,1161849794",664206
27553,"187,296,4.5,1161849333",664230
27554,"187,318,3.0,1161849921",664254
27555,"187,319,4.0,1161849924",664278
27556,"187,356,2.0,1161863877",664302
27557,"187,377,2.0,1161863867",664326
27558,"187,380,2.0,1161863826",664350
27559,"187,390,4.5,1161954627",664374
27560,"187,431,4.5,1161849614",664398
27561,"187,500,1.5,1161872595",664422
27562,"187,527,4.0,1161872571",664446
27563,"187,541,4.5,1161850214",664470
27564,"187,551,3.5,1161850511",664494
27565,"187,555,4.0,1161849377",664518
27566,"187,586,1.5,1161864097",664542
27567,"187,590,1.0,1180300979",664566
27568,"187,593,4.0,1161850098",664590
27569,"187,597,1.5,1161872593",664614
27570,"187,608,4.5,1161863840",664638
27571,"187,736,1.5,1161863853",664662
27572,"187,741,4.0,1161849515",664686
27573,"187,745,4.0,1161849970",664710
27574,"187,750,4.5,1161849861",664734
27575,"187,778,3.5,1161850493",664758
27576,"187,780,0.5,1180300989",664782
27577,"187,866,4.0,1161850347",664806
27578,"187,912,4.0,1161864021",664830
27579,"187,922,5.0,1161849981",664854
27580,"187,924,4.0,1161850326",664878
27581,"187,968,4.0,1161849790",664902
27582,"187,1080,4.0,1161849782",664926
27583,"187,1089,4.5,1161849370",664951
27584,"187,1120,4.0,1161849193",664976
27585,"187,1136,4.0,1180734773",665001
27586,"187,1148,4.0,1161849972",665026
27587,"187,1175,4.0,1161850045",665051
27588,"187,1196,4.0,1180734824",665076
27589,"187,1198,3.0,1161863830",665101
27590,"187,1199,5.0,1161850221",665126
27591,"187,1200,4.5,1180734819",665151
27592,"187,1201,5.0,1161849644",665176
27593,"187,1203,4.0,1161849225",665201
27594,"187,1206,4.0,1161849504",665226
27595,"187,1209,5.0,1161849906",665251
27596,"187,1210,4.0,1161863821",665276
27597,"187,1214,4.0,1161849824",665301
27598,"187,1215,4.0,1161850031",665326
27599,"187,1216,2.0,1161850335",665351
27600,"187,1222,4.5,1161849352",665376
27601,"187,1241,4.5,1161849720",665401
27602,"187,1258,4.5,1161849677",665426
27603,"187,1261,5.0,1161849737",665451
27604,"187,1263,2.0,1161850246",665476
27605,"187,1265,4.5,1161864081",665501
27606,"187,1274,4.0,1161849683",665526
27607,"187,1339,3.5,1161849198",665551
27608,"187,1464,5.0,1161872651",665576
27609,"187,1466,4.0,1161849859",665601
27610,"187,1527,1.0,1161863924",665626
27611,"187,1580,2.0,1161864061",665651
27612,"187,1617,4.0,1161850261",665676
27613,"187,1673,4.0,1161849616",665701
27614,"187,1690,4.0,1161849162",665726
27615,"187,1729,4.0,1161849650",665751
27616,"187,1732,5.0,1161849502",665776
27617,"187,1748,4.0,1161849626",665801
27618,"187,1784,3.0,1161863944",665826
27619,"187,1809,5.0,1161849752",665851
27620,"187,1827,4.0,1161850037",665876
27621,"187,1876,1.0,1161849126",665901
27622,"187,1884,3.0,1161849635",665926
27623,"187,1917,1.5,1161863936",665951
27624,"187,1921,5.0,1161849913",665976
27625,"187,2064,4.0,1161849246",666001
27626,"187,2076,5.0,1161954662",666026
27627,"187,2288,4.0,1161849930",666051
27628,"187,2291,4.0,1161849735",666076
27629,"187,2318,5.0,1161850065",666101
27630,"187,2329,3.0,1161850457",666126
27631,"187,2502,4.5,1161849792",666151
27632,"187,2542,1.0,1161849138",666176
27633,"187,2557,4.5,1161864141",666201
27634,"187,2571,4.0,1161863977",666226
27635,"187,2628,1.5,1180734850",666251
27636,"187,2657,4.5,1180301616",666276
27637,"187,2692,3.0,1161849667",666301
27638,"187,2700,4.5,1161863956",666326
27639,"187,2701,0.5,1161849168",666351
27640,"187,2810,5.0,1161849911",666376
27641,"187,2858,4.0,1161849492",666401
27642,"187,2890,3.0,1161849814",666426
27643,"187,2951,4.5,1161849745",666451
27644,"187,2959,3.0,1161849329",666476
27645,"187,2997,5.0,1161849605",666501
27646,"187,3000,4.0,1161849397",666526
27647,"187,3091,4.5,1180302250",666551
27648,"187,3160,4.0,1161849151",666576
27649,"187,3328,5.0,1161954924",666601
27650,"187,3481,3.5,1161849769",666626
27651,"187,3504,5.0,1161954752",666651
27652,"187,3578,2.0,1161864002",666676
27653,"187,3627,5.0,1161954605",666701
27654,"187,3681,4.5,1161849748",666726
27655,"187,3910,4.5,1161849712",666751
27656,"187,3949,5.0,1161849364",666776
27657,"187,3996,3.0,1161850238",666801
27658,"187,4011,1.5,1161864057",666826
27659,"187,4027,4.0,1161850282",666851
27660,"187,4034,3.0,1180734787",666876
27661,"187,4105,4.5,1161850051",666901
27662,"187,4226,4.0,1161849528",666926
27663,"187,4262,4.0,1161849672",666951
27664,"187,4350,4.5,1161850251",666976
27665,"187,4450,4.0,1161954740",667001
27666,"187,4640,5.0,1161850349",667026
27667,"187,4641,4.5,1161849755",667051
